ID	DOCULECT	FORM	CONCEPT	COGID	MORPHEMES	NOTE	PROTOSET	PROTOFORM	APBM	BASICVOCABULARY
740	Bora	ɨ́ʔhɨhɨ	FUR 	247			316	*iʔhe-		
741	Muinane	íhéʔene 	FUR 	247		Note: see 10,243,270 	316	*iʔhe-		
742	PBoM	hɨɨ-	SALIVA 	248			318	*hɨɨ-	*xɯ́ɯ-(rɨ), *xɯɯ-(ní-ba)	
743	Bora	ɯɯnípa, ɯɯ́ni	SALIVA 	248			318	*hɨɨ-		
744	Muinane	hɨ́ɨre 	SALIVA 	248			318	*hɨɨ-		
745	PBoM	mɨppaino-ppai()u	MILK 	249			319	*mɨppaino-ppai()u	*mɯ́ppáíne-ppáiko {breast-liquid,15,48}	
746	Bora	mɯ́hpʰáɲe-hpʰákʰʲo 	MILK 	249	breast-liquid		319	*mɨppaino-ppai()u		
747	Muinane	mɨ́ɸaɲo-ɸáiʔu 	MILK 	249	breast-liquid 		319	*mɨppaino-ppai()u		
748	PBoM	-ma	WITH 	250			320	*-ma	*-ma, (-ri)	
749	Bora	-ma	WITH 	250			320	*-ma		
750	Muinane	-ma 	WITH 	250			320	*-ma		
751	PBoM	paino	IN  	251			321	*paino	(-βɯ), (paine)	Leipzig-Jakarta
752	Bora	pʰaɲe	IN  	251			321	*paino		Leipzig-Jakarta
753	Muinane	ɸaɲo 	IN  	251			321	*paino		Leipzig-Jakarta
754	PBoM	-βɨ	AT 	252			322	*-βɨ	(ʦaʦíi), (-βɯ)	
755	Bora	-βɯ 	AT 	252	adlative case		322	*-βɨ		
756	Muinane	-βɨ 	AT 	252			322	*-βɨ		
757	PBoM	-ʔaʧʧiihɨ	IF 	253			323	*-ʔaʧʧiihɨ	*-ʔaččííxɯ, (-ka)	
758	Bora	ʔahʧʰííhʲɯ	IF 	253			323	*-ʔaʧʧiihɨ		
759	Muinane	aʧʧihɨ 	IF 	253			323	*-ʔaʧʧiihɨ		
760	PBoM	ʦee-mo-no	CHILD 	254			327	*ʦee-mo-no	*ʦɨ́ɨ́-me-ne, *(gaí-píí)-ʦɨ́ɨ́	
761	Bora	ʦʰɨ́ɨ́-me-ne 	CHILD 	254	child-pl-inan		327	*ʦee-mo-no		
762	Muinane	séémene 	CHILD 	254			327	*ʦee-mo-no		
763	PBoM	kɨβo-	DARK 	255			328	*kɨβo-	*kɯ́βé-ne, *kɯ́βéʔteé-né, *kɯ́βe-(ʦíí)	
764	Bora	kʰɯ́ɯ́βe-ne	DARK 	255			328	*kɨβo-		
765	Muinane	 	DARK 	255	dark-inankɨ́βo-no 	Note =227 	328	*kɨβo-		
766	PBoM	kare-	WIDE  	256			330	*kare-	*k(a)rɨ́(ko)-né, (mítane)	Leipzig-Jakarta
767	Bora	kʰorɨ́ɨ́-né 	WIDE  	256	wide-inan		330	*kare-		Leipzig-Jakarta
768	Muinane	kárékuno 	WIDE  	256			330	*kare-		Leipzig-Jakarta
769	PBoM	iihe	NARROW 	257			331	*iihe	*ɨɨxɨ́-né-(gáyɯ́), (ɯ́tʦíne), (áyane), (páyokke)	
770	Bora	ɨɨhɨ́	NARROW 	257			331	*iihe		
771	Muinane	ííhe-ne 	NARROW 	257			331	*iihe		
772	PBoM	peeme	THICK  	258			334	*peeme	*pɨɨ́mɨ-(ne)	Leipzig-Jakarta
773	Bora	pʰɨɨ́mɨ	THICK  	258			334	*peeme		Leipzig-Jakarta
774	Muinane	ɸééme-ne 	THICK  	258			334	*peeme		Leipzig-Jakarta
775	PBoM	ɨtʦi-,aini-	THIN 	259			335	*ɨtʦi-,aini-	*ɯ́tʦi-(ne), aini-(ne)	
776	Bora	ani, ɯhʦʰi	THIN 	259			335	*ɨtʦi-,aini-		
777	Muinane	ɨ́sino, áɲino 	THIN 	259			335	*ɨtʦi-,aini-		
778	PBoM	baaʔr()-no	SHORT 	260			336	*baaʔr()-no	*bááʔrí-ne(-ɯ́βɯ́)	
779	Bora	páʔríɲeɯ́βɯ́	SHORT 	260			336	*baaʔr()-no		
780	Muinane	báárene 	SHORT 	260			336	*baaʔr()-no		
781	PBoM	ʦɨɨʔhe-βa-tɨ-no	DULL 	261			338	*ʦɨɨʔhe-βa-tɨ-no	*ʦɯ́ɯ́ʔxɨ́βa-tɯ́-ne, (gíʔi-ne)	
782	Bora	ʦʰɯ́ʔhɨ́-βa-tʰɯ́-ne 	DULL 	261	sharp-have-neg-inan		338	*ʦɨɨʔhe-βa-tɨ-no		
783	Muinane	sɨ́ɨ́he-βa-tɨ-no 	DULL 	261			338	*ʦɨɨʔhe-βa-tɨ-no		
784	PBoM	ʦɨɨhe-βa	SHARP 	262			339	*ʦɨɨhe-βa	*ʦɯ́ɯ́ʔxɨβá-ne	
785	Bora	ʦʰɯ́ʔhɨ-βá-ne 	SHARP 	262	sharp-have-inan		339	*ʦɨɨhe-βa		
786	Muinane	sɨ́ɨ́héβano 	SHARP 	262			339	*ʦɨɨhe-βa		
787	PBoM	hiinɨ-βa-,beeβa-	DIRTY 	263			340	*hiinɨ-βa-,beeβa-	*xiin(ɯ́)-βá-ne, *(βɨɨ)-βa-ne, *(mɯʔɯni)-βa-ne, *ɯ́diikk(o-ne), *ɯ́dííkk(ɯɯ́), (neʔni)	
788	Bora	iiɲɯ́-βá-ne 	DIRTY 	263	earth-have-inan, pɨɨβa		340	*hiinɨ-βa-,beeβa-		
789	Muinane	híínɨβano, bééβano 	DIRTY 	263			340	*hiinɨ-βa-,beeβa-		
790	PBoM	tuukɨ-	ROTTEN 	264			341	*tuukɨ-	*tóókɯ-ne, (nókókoo-ne, nékékoo-ne), (rááraá), (čáxaaβé-né)	
791	Bora	tʰóókʰɯ-ne 	ROTTEN 	264	rotten-inan		341	*tuukɨ-		
792	Muinane	túúkɨ-no 	ROTTEN 	264			341	*tuukɨ-		
793	PBoM	p()rɨɨkɨ-,mooβa-	SMOOTH 	265			342	*p()rɨɨkɨ-,*mooβa-	*(p)(ai)rɯɯkɯ́-ne, *mééβa-ne, *rɯ(tɯ́)rɯ́(tɯ)-(ko-ne), (tɯ́ʔtɯ́-ríβa-tɯ́-ne)	
794	Bora	pʰɨ́rɯɯkʰɯ́-ne, mééβa-ne	SMOOTH 	265			342	*p()rɨɨkɨ-,*mooβa-		
795	Muinane	párʲɨ́ɨ́kɨno, móóβano 	SMOOTH 	265			342	*p()rɨɨkɨ-,*mooβa-		
796	PBoM	ʦa-tɨkko-βo	STRAIGHT 	266			343	*ʦa-tɨkko-βo	*ʦa-tɯ́kkeβe	
797	Bora	ʦʰa-tʰɯ́hkʰe-βe 	STRAIGHT 	266	one-straight-?		343	*ʦa-tɨkko-βo		
798	Muinane	sá-tɨ́kko-βo 	STRAIGHT 	266			343	*ʦa-tɨkko-βo		
799	PBoM	m()aa-	CORRECT 	267			344	*m()aa-	*(tɯ́kkeβe-be) {343}, *(ɨ́)mɨáá-ne {343}	
800	Bora	ɨ́mɨáá-ne 	CORRECT 	267	true-inan		344	*m()aa-		
801	Muinane	míjáá-no 	CORRECT 	267		Note =346 	344	*m()aa-		
802	PBoM	nani-	LEFT 	268			345	*nani-	*náni-(ʔɯge), *náni-(nékkɯ)	
803	Bora	náni-ɲéhkʰɯ 	LEFT 	268	left-side		345	*nani-		
804	Muinane	nániʔɨgo 	LEFT 	268			345	*nani-		
805	PBoM	()m()a-	RIGHT 	269			346	*()m()a-	*(ɨ́)mɨ́a-(nage-ne). *(ɨ́)mɨá-(nekkɯ)	
806	Bora	ɨ́mɨá-néhkʰɯ 	RIGHT 	269	right-side		346	*()m()a-		
807	Muinane	ímíja-nagono 	RIGHT 	269		Note =344 	346	*()m()a-		
808	PBoM	ʦɨk()-,koomo-	OLD  	270			347	*ʦɨk()-,*koomo-	*ʦɯ́k(ɯ́xeʔɯ)-ne, *ʦɯ́k(áa)-ne, *kéeme-(be) {246,47}, (kiǰaʔo-te), (amia-te)	Leipzig-Jakarta
809	Bora	ʦʰɯ́ɯ́kʰáa-ne, kʰeéme	OLD  	270			347	*ʦɨk()-,*koomo-		Leipzig-Jakarta
810	Muinane	sɨ́kɨ́heʔɨno, kóomobo 	OLD  	270		Note = see 246 	347	*ʦɨk()-,*koomo-		Leipzig-Jakarta
811	PBoM	giiɨkɨ	PULL 	271			349	*giiɨkɨ	*giiɯ́kɯ, (táǰári(ʔx)ɯ́kɯ)	
812	Bora	ʧiɯ́kʰɯ	PULL 	271			349	*giiɨkɨ		
813	Muinane	gííjɨkɨ-ʔi 	PULL 	271			349	*giiɨkɨ		
814	PBoM	piku	THROW 	272			351	*piku	*piko, (gáino), (xɯkko), (gaáo), (gaagóo), (íččiβéʦo, ítʦiβéʦo), (kaʔpínɯ)	
815	Bora	pʰikʰʲo 	THROW 	272	put		351	*piku		
816	Muinane	ɸíkú-ʔi 	THROW 	272	put-pred 		351	*piku		
817	PBoM	iʤaaju	HIT  	273			352	*iʤaaju	*íǰaáyo, *gá-(βíríko), *gá-(nɯ́ɯ́kɯ), *gá-(póóβɨ), *gá-(paákko), *gá-(iáko), *gá-(pɯ́xɯʔxáko), (eʔnénɯ), (káitéiteʔxɯ́ko)	Leipzig-Jakarta
818	Bora	íʧaájo	HIT  	273			352	*iʤaaju		Leipzig-Jakarta
819	Muinane	íʤáju-ʔi 	HIT  	273	hit-pred 		352	*iʤaaju		Leipzig-Jakarta
820	PBoM	ga()er()-	SPLIT 	274			353	*ga()er()-	*gá(č)ére(á)ko	
821	Bora	kʷáʧʰéreákʰo	SPLIT 	274			353	*ga()er()-		
822	Muinane	gáʤéréku-ʔi 	SPLIT 	274	split-pred 		353	*ga()er()-		
823	PBoM	kapaitɨ-ɨ()ɨ-nɨ	PIERCE 	275			354	*kapaitɨ-ɨ()ɨ-nɨ	*kápáítɯɯ́kkɯ-nɯ, (gáʔexɯ́ro)	
824	Bora	kʰápʰátʰʲɯ-ɯ́kʰɯ-nɯ 	PIERCE 	275	pierce-?-do		354	*kapaitɨ-ɨ()ɨ-nɨ		
825	Muinane	káɸáttʲɨ́kkɨ-ʔi 	PIERCE 	275	pierce-pred 		354	*kapaitɨ-ɨ()ɨ-nɨ		
826	PBoM	ʦooʔdi	DIG 	276			355	*ʦooʔdi	*ʦeeʔdi, (kanokko), (ganókko)	
827	Bora	ʦʰeʔti	DIG 	276			355	*ʦooʔdi		
828	Muinane	séédi-ʔi 	DIG 	276	dig-pred 		355	*ʦooʔdi		
829	PBoM	ʦiʦʦɨ,duʔhe-nɨ	TIE  	277			356	*ʦiʦʦɨ,*duʔhe-nɨ	*ʦítʦɯ, *doʔxɨ́n(ɯ)	Leipzig-Jakarta
830	Bora	ʧʰíhʧʰɯ, toʔhɨ́-nɯ 	TIE  	277	strap-do		356	*ʦiʦʦɨ,*duʔhe-nɨ		Leipzig-Jakarta
831	Muinane	sísɨ-ʔi, dúúhé-nɨ-ʔi 	TIE  	277	strap-do 		356	*ʦiʦʦɨ,*duʔhe-nɨ		Leipzig-Jakarta
832	PBoM	aak()()o-	FALL  	278			358	*aak()()o-	*aakí(t)te, (áípɨ, áípe)	Leipzig-Jakarta
833	Bora	aakʰítʰʲe	FALL  	278			358	*aak()()o-		Leipzig-Jakarta
834	Muinane	áákétte-ʔi 	FALL  	278			358	*aak()()o-		Leipzig-Jakarta
835	PBoM	huuri-	SWELL 	279			359	*huuri-	*xooríi-(ne), (gaaméne), (ɨ́baʦɯ́ɯ́βe)	
836	Bora	oóri	SWELL 	279			359	*huuri-		
837	Muinane	húúri-ʔi 	SWELL 	279			359	*huuri-		
838	PBoM	etʦam()i-	THINK 	280			360	*etʦam()i-	*ɨ́tʦam(áá)i, *ɨ́tʦ(ɯ́-kɯnɯ), *ɨtʦ(o)	
839	Bora	ɨ́hʦʰaméi	THINK 	280			360	*etʦam()i-		
840	Muinane	ésámáái-ʔi 	THINK 	280			360	*etʦam()i-		
841	PBoM	matʦi-βa	SING 	281			361	*matʦi-βa	*matʦí-βa, (gáníkkaméi)	
842	Bora	mahʦʰíβa 	SING 	281	song-have		361	*matʦi-βa		
843	Muinane	másí-βa-ʔi 	SING 	281			361	*matʦi-βa		
844	PBoM	hɨgikk(),uʦʦu	SMELL 	282			362	*hɨgikk(),*uʦʦu	*xɯgíkk(o), *otʦó-ʔi, (nɯ́nɯɯkkɯ), *xɯ́gi(ɯ́kɯ), (ʦíiʔxɯ́kɯ), (aráʔko) {tr}, (βoβókkɯ), (kɯβa), (áipɯ́xakóóβe) {intr}	Leipzig-Jakarta
845	Bora	ɯʧíhkʰʲɯ, ohʦʰó	SMELL 	282			362	*hɨgikk(),*uʦʦu		Leipzig-Jakarta
846	Muinane	hɨ́gíkku-ʔi, úsu-ʔi 	SMELL 	282			362	*hɨgikk(),*uʦʦu		Leipzig-Jakarta
847	PBoM	ebaʦu-,buuʦu-	BLOW  	283			365	*ebaʦu-,buuʦu-	*ɨ́báʦ(ɯ)(ʔxáko), *bootʦó-(kɯ), *gitʦɯ́-(kɯ), (poonɯ), (gíbó), (βoβókkɯ), (iókko), (βooíkɯ), (áápɯɯ́kɯ), (číyoáko), (ɯɯ́bo)	Leipzig-Jakarta
848	Bora	ɨpáʦʰo, pohʦʰókʰɯ	BLOW  	283			365	*ebaʦu-,buuʦu-		Leipzig-Jakarta
849	Muinane	ébásu-ʔi, búúsu-ʔi 	BLOW  	283			365	*ebaʦu-,buuʦu-		Leipzig-Jakarta
850	PBoM	?igi	FEAR 	284			366	?*igi	?*igí, *(ai)n(ó)ɯʔ(i)kko(), *nɯʔ(néβe), (ápiiʦóge, ápiičóge), (áábiméi), (ámɨ́ʦáraʔkóge), (nóɯʔkóge)	
851	Bora	iʧi	FEAR 	284			366	?*igi		
852	Muinane	ígi-ʔi 	FEAR 	284		Note =542 	366	?*igi		
853	PBoM	aamɨ-ʦu	SQUEEZE 	285			367	*aamɨ-ʦu	*(m)aámɯ, *aamɯ́-ʦó, ((ai)n(ai)nɨko), (gátiainɨ), (páíʦíɯʔxáko, páčíɯʔxáko), (…)	Leipzig-Jakarta
854	Bora	aamɯ́-ʦʰó 	SQUEEZE 	285	hit-caus		367	*aamɨ-ʦu		Leipzig-Jakarta
855	Muinane	áámɨ́-su-ʔi 	SQUEEZE 	285			367	*aamɨ-ʦu		Leipzig-Jakarta
856	PBoM	ikka	HOLD 	286			368	*ikka	*ikka(ne), (gááyɯkkɯnɯ), (kátóroʔxáko), (teʔme), (maitʦóʦo, maččóʦo)	
857	Bora	ihkʰʲa 	HOLD 	286	be		368	*ikka		
858	Muinane	ikka-ʔi 	HOLD 	286	be 		368	*ikka		
859	PBoM	giino,baa-ri	DOWN 	287			369	*giino,baa-ri	*gií-ne, *baári	
860	Bora	ʧiíɲe, paá-ri 	DOWN 	287	below-loc		369	*giino,baa-ri		
861	Muinane	gíino, báari 	DOWN 	287			369	*giino,baa-ri		
862	PBoM	kamo	UP 	288			370	*kamo	*kaame	
863	Bora	kʰaame	UP 	288			370	*kamo		
864	Muinane	káamoβɨ 	UP 	288			370	*kamo		
865	PBoM	naamo-	RIPE 	289			371	*naamo-	*nááme-ne, (tɯpai-ne), (kéémene)	
866	Bora	name-ne 	RIPE 	289	sweet-inan		371	*naamo-		
867	Muinane	náámo-no 	RIPE 	289		Note =558 	371	*naamo-		
868	PBoM	-giihɨ	DUST 	290			372	*-giihɨ	*pá-giixɯ {57,164,171}, *(xíínɯ)-giixɯ {72}	
869	Bora	ʧíhʲɯɯ́	DUST 	290			372	*-giihɨ		
870	Muinane	gíihɨ 	DUST 	290			372	*-giihɨ		
871	PBoM	buʔee-	ALIVE 	291			373	*buʔee-	*bóʔɨ́ɨ́-(beke), (gáxánékkɯ́ɯ́-beke), (ménɯ́nékkɯ́ɯ́-beke)	
872	Bora	póʔɨ́ɨ́-pe 	ALIVE 	291	alive-masc.sg		373	*buʔee-		
873	Muinane	búʔée-no 	ALIVE 	291			373	*buʔee-		
874	PBoM	gaaiba-ɨ	ROPE  	292			374	*gaaiba-ɨ	*gáaibaɯ, (dóoxɨ-yɯ), (pádoʔxɨ)	Leipzig-Jakarta
875	Bora	kʷáápʲa-ɯ 	ROPE  	292	?-cl		374	*gaaiba-ɨ		Leipzig-Jakarta
876	Muinane	gáaiba-ɨ 	ROPE  	292			374	*gaaiba-ɨ		Leipzig-Jakarta
877	PBoM	pi(k)kaba	YEAR 	293			375	*pi(k)kaba	*pí(k)kaba, (meeméʔe)	
878	Bora	pʰíhkʰʲapa	YEAR 	293			375	*pi(k)kaba		
879	Muinane	ɸikába 	YEAR 	293			375	*pi(k)kaba		
880	PBoM	-g()ɨ	DIMINUTIVE 	294			378	*-g()ɨ		
881	Bora	-kʷɯ.ɯ	DIMINUTIVE 	294			378	*-g()ɨ		
882	Muinane	-gajɨ 	DIMINUTIVE 	294		Note: The Bora form is bisyllabic	378	*-g()ɨ		
883	PBoM	muuai	BIG RIVER 	295			379	*muuai		
884	Bora	moóa	BIG RIVER 	295			379	*muuai		
885	Muinane	múúai 	BIG RIVER 	295		Note =49,311 	379	*muuai		
886	PBoM	baa-(ʔ)o-ha	LONGHOUSE 	296			380	*baa-(ʔ)o-ha		
887	Bora	pá-e-haá 	LONGHOUSE 	296	below-belong-house		380	*baa-(ʔ)o-ha		
888	Muinane	báa-ʔo-ha	LONGHOUSE 	296			380	*baa-(ʔ)o-ha		
889	PBoM	hɨgaa-he	STONE AXE 	297			382	*hɨgaa-he		
890	Bora	ɯ́kʷaá-hɨ 	STONE AXE 	297	stone-cl:disc		382	*hɨgaa-he		
891	Muinane	hɨ́gáá-he 	STONE AXE 	297		Note: = 88	382	*hɨgaa-he		
892	PBoM	n()ʦ()ga	MACHETE 	298			383	*n()ʦ()ga		
893	Bora	nɨɨʦʰɯ́kʷa	MACHETE 	298			383	*n()ʦ()ga		
894	Muinane	níísuga 	MACHETE 	298		Note =89	383	*n()ʦ()ga		
895	PBoM	hiibai	DEER 	299			384	*hiibai		
896	Bora	iípa 	DEER 	299	grey deer		384	*hiibai		
897	Muinane	híibái 	DEER 	299			384	*hiibai		
898	PBoM	in()ʔai	MACAW (BLUE) 	300			385	*in()ʔai		
899	Bora	íɲaʔa	MACAW (BLUE) 	300			385	*in()ʔai		
900	Muinane	ínoʔai 	MACAW (BLUE) 	300		Note =129 	385	*in()ʔai		
901	PBoM	tɨɨp()-megai	ANT (CONGA) 	301			386	*tɨɨp()-megai		
902	Bora	tʰɯ́ɯ́pʰá-mʲeékʷa 	ANT (CONGA) 	301	red-woman		386	*tɨɨp()-megai		
903	Muinane	tɨ́ɨ́ɸo-mogai 	ANT (CONGA) 	301			386	*tɨɨp()-megai		
904	PBoM	peeka	BITTER MANIOC (PLANT) 	302			387	*peeka		
905	Bora	pʰɨɨ́kʰa	BITTER MANIOC (PLANT) 	302			387	*peeka		
906	Muinane	ɸéeka 	BITTER MANIOC (PLANT) 	302			387	*peeka		
907	PBoM	?ká()()()ʔaaku	PUSH 	303			388	?*ká()()()ʔaaku		
908	Bora	kʰáβɯ́i-ʔhʲákʰo 	PUSH 	303	push-?		388	?*ká()()()ʔaaku		
909	Muinane	kábújaaku-ʔi  	PUSH 	303		push-predicate	388	?*ká()()()ʔaaku		
910	PBoM	áittɨme	FIND 	304			389	*áittɨme		
911	Bora	áhtʰʲɯmɨ	FIND 	304			389	*áittɨme		
912	Muinane	átʲɨ́me-ʔi	FIND 	304			389	*áittɨme		
913	PBoM	dɨʔkɨ	GET ILL 	305			390	*dɨʔkɨ		
914	Bora	tɯʔkʰɯ	GET ILL 	305			390	*dɨʔkɨ		
915	Muinane	dɨ́ɨ́kɨba 	GET ILL 	305			390	*dɨʔkɨ		
916	PBoM	gáirɨɨ-ʔaiɲɨ	SQUEEZE MANIOC DOUGH 	306			391	*gáirɨɨ-ʔaiɲɨ		
917	Bora	kʷájɯʔánɯ	SQUEEZE MANIOC DOUGH 	306			391	*gáirɨɨ-ʔaiɲɨ		
918	Muinane	gárʲɨ́ɨ́ʔáɲɨ-ʔi 	SQUEEZE MANIOC DOUGH 	306			391	*gáirɨɨ-ʔaiɲɨ		
919	PBoM	ííno	GERMINATE 	307			392	ííno		
920	Bora	iiɲe	GERMINATE 	307			392	ííno		
921	Muinane	ííne-ʔi 	GERMINATE 	307			392	ííno		
922	PBoM	kóóβádííkku,gái()a	SCREAM 	308			394	*kóóβádííkku,*gái()a		
923	Bora	kʰéβátihkʰʲo, kʷáβáhaaβe	SCREAM 	308			394	*kóóβádííkku,*gái()a		
924	Muinane	kóóβádííku-ʔi, gáiba-ʔi 	SCREAM 	308			394	*kóóβádííkku,*gái()a		
925	PBoM	toomo-	KEEP 	309			395	*toomo-		
926	Bora	tʰeʔme 	KEEP 	309	keep, guard		395	*toomo-		
927	Muinane	tééme-ʔi 	KEEP 	309	keep, guard 		395	*toomo-		
928	PBoM	móónɨ	MAKE  	310			398	*móónɨ		Leipzig-Jakarta
929	Bora	meénɯ	MAKE  	310			398	*móónɨ		Leipzig-Jakarta
930	Muinane	móónɨ 	MAKE  	310			398	*móónɨ		Leipzig-Jakarta
931	PBoM	taa	CRY  	311			401	*taa		Leipzig-Jakarta
932	Bora	tʰaa	CRY  	311			401	*taa		Leipzig-Jakarta
933	Muinane	táa-ʔi 	CRY  	311			401	*taa		Leipzig-Jakarta
934	PBoM	gáʤúu,táhɨɨʔba	ORDER,COMMAND 	312			402	*gáʤúu,*táhɨɨʔba		
935	Bora	kʷaʧoo, tʰáɯʔpa	ORDER,COMMAND 	312			402	*gáʤúu,*táhɨɨʔba		
936	Muinane	gáʤúu-ʔi, táhɨ́ɨ́ba-ʔi 	ORDER,COMMAND 	312			402	*gáʤúu,*táhɨɨʔba		
937	PBoM	máa-,péépai-	GET WET 	313			403	*máa-,*péépai-		
938	Bora	máhaa-βe, pʰɨ́pʰáhʧʰómei	GET WET 	313			403	*máa-,*péépai-		
939	Muinane	máa-ʔi, ɸééɸai-ʔi 	GET WET 	313		Note: see 312	403	*máa-,*péépai-		
940	PBoM	paikuumɨɨ	MANICUERA MANIOC 	314			406	*paikuumɨɨ		
941	Bora	pʰákʰʲoómɯ	MANICUERA MANIOC 	314			406	*paikuumɨɨ		
942	Muinane	ɸáikúumɨɨ 	MANICUERA MANIOC 	314			406	*paikuumɨɨ		
943	PBoM	pííβo	BE BORN 	315			407	*pííβo		
944	Bora	pʰiiβʲe	BE BORN 	315			407	*pííβo		
945	Muinane	ɸííβe-ʔi 	BE BORN 	315			407	*pííβo		
946	PBoM	níppai	URINATE 	316			408	*níppai		
947	Bora	nihpʰa	URINATE 	316			408	*níppai		
948	Muinane	níɸai-ʔi 	URINATE 	316			408	*níppai		
949	PBoM	nobú	FART 	317			410	*nobú		
950	Bora	neépo 	FART 	317			410	*nobú		
951	Muinane	núbúsu-ʔi 	FART 	317			410	*nobú		
952	PBoM	díʤu	ASK 	318			412	*díʤu		
953	Bora	tiʧo	ASK 	318			412	*díʤu		
954	Muinane	díʤu-ʔi 	ASK 	318			412	*díʤu		
955	PBoM	nɨtʦu	TASTE 	319			413	*nɨtʦu		
956	Bora	nɯhʦʰo	TASTE 	319			413	*nɨtʦu		
957	Muinane	nɨ́su-ʔi 	TASTE 	319			413	*nɨtʦu		
958	PBoM	pítá()	STAY 	320			414	*pítá()		
959	Bora	pʰítʰʲáʔa-aβe	STAY 	320			414	*pítá()		
960	Muinane	ɸítáɸéte-ʔi 	STAY 	320			414	*pítá()		
961	PBoM	ím()-go-,gáihɨ-,káβa-	WANT 	321			417	*ím()-go-,gáihɨ-,káβa-		
962	Bora	imí-ʧe 	WANT 	321	good-consider, kʷahʲɯ, kʰaaβa		417	*ím()-go-,gáihɨ-,káβa-		
963	Muinane	íme-ge-ʔi, gáihɨ-ʔi, káβa-ʔi 	WANT 	321			417	*ím()-go-,gáihɨ-,káβa-		
964	PBoM	kaʦu	GRATE 	322			418	*kaʦu		
965	Bora	kʰaaʦʰo	GRATE 	322			418	*kaʦu		
966	Muinane	kásu-ʔi 	GRATE 	322		Note =529	418	*kaʦu		
967	PBoM	i()-ro	ALONE 	323			426	*i()-ro		
968	Bora	i-je 	ALONE 	323	3-rest		426	*i()-ro		
969	Muinane	 -re	ALONE 	323			426	*i()-ro		
970	PBoM	tɨga	DREAM 	324			427	*tɨga		
971	Bora	tʰɯkʷa	DREAM 	324			427	*tɨga		
972	Muinane	tɨ́ga-ʔi 	DREAM 	324			427	*tɨga		
973	PBoM	tugaa	SWEAT 	325			429	*tugaa		
974	Bora	tʰokʷa	SWEAT 	325			429	*tugaa		
975	Muinane	túgáa-ʔi 	SWEAT 	325			429	*tugaa		
976	PBoM	áih()ba	BE HUNGRY 	326			431	áih()ba		
977	Bora	ahʲápááβatʰe	BE HUNGRY 	326			431	áih()ba		
978	Muinane	áheba 	BE HUNGRY 	326			431	áih()ba		
979	PBoM	áhé	ITCH 	327			434	*áhé		
980	Bora	ahɨ	ITCH 	327			434	*áhé		
981	Muinane	áhéβano 	ITCH 	327			434	*áhé		
982	PBoM	garééku,ʦúʔkúʦu-	ROAST 	328			435	*garééku,ʦúʔkúʦu-		
983	Bora	kʷárɨʔkʰo, ʦʰóʔkʰoʦʰo 	ROAST 	328			435	*garééku,ʦúʔkúʦu-		
984	Muinane	garééku-ʔi, súkúsu-ʔi 	ROAST 	328			435	*garééku,ʦúʔkúʦu-		
985	PBoM	ʦ()βa	BRING 	329			437	*ʦ()βa		
986	Bora	ʦʰiβa	BRING 	329			437	*ʦ()βa		
987	Muinane	sɨ́βa-ʔi 	BRING 	329			437	*ʦ()βa		
988	PBoM	ba	PAY A VISIT 	330			440	*ba		
989	Bora	paa-ʔi	PAY A VISIT 	330			440	*ba		
990	Muinane	báa-ʔi 	PAY A VISIT 	330			440	*ba		
991	PBoM	namettɨhe	GRASSLAND 	331			441	*namettɨhe		
992	Bora	nómɨ́htʰɯhɨ	GRASSLAND 	331			441	*namettɨhe		
993	Muinane	námettɨhe 	GRASSLAND 	331		Note: =150, dialect. variantnámettehe 	441	*namettɨhe		
994	PBoM	ííhɨ	YESTERDAY  	332			442	*ííhɨ		Leipzig-Jakarta
995	Bora	iíhʲɯ	YESTERDAY  	332			442	*ííhɨ		Leipzig-Jakarta
996	Muinane	ííhɨ 	YESTERDAY  	332			442	*ííhɨ		Leipzig-Jakarta
997	PBoM	paino	INSIDE 	333			444	*paino		
998	Bora	pʰaɲe	INSIDE 	333			444	*paino		
999	Muinane	ɸáɲo 	INSIDE 	333		Note: 321 	444	*paino		
1000	PBoM	paiβoo	SOFT,TENDER 	334			445	*paiβoo		
1001	Bora	pʰaβʲee	SOFT,TENDER 	334			445	*paiβoo		
1002	Muinane	ɸáiβée-ʔi 	SOFT,TENDER 	334			445	*paiβoo		
1003	PBoM	im()	HAPPY 	335			446	*im()		
1004	Bora	imí-hʲɯɯ	HAPPY 	335			446	*im()		
1005	Muinane	ímo ímo 	HAPPY 	335			446	*im()		
1006	PBoM	paapai	BITTER  	336			447	*paapai		Leipzig-Jakarta
1007	Bora	pʰaapʰa	BITTER  	336			447	*paapai		Leipzig-Jakarta
1008	Muinane	ɸááɸa-ɲo 	BITTER  	336			447	*paapai		Leipzig-Jakarta
1009	PBoM	góóβá	FAST 	337			448	*góóβá		
1010	Bora	ʧeβá	FAST 	337			448	*góóβá		
1011	Muinane	góóβá-no 	FAST 	337			448	*góóβá		
1012	PBoM	ái()ɨme-tɨ	BLIND 	338			450	*ái()ɨme-tɨ		
1013	Bora	áhʧʰɯ́mɨ-tʰɯ́ɯ́-pe 	BLIND 	338	see-neg-masc.sg		450	*ái()ɨme-tɨ		
1014	Muinane	áatʲɨme-tɨ- 	BLIND 	338		Note: cf. 277 	450	*ái()ɨme-tɨ		
1015	PBoM	mɨkku	DOCK,PORT 	339			451	*mɨkku		
